,participant,block,net_trial,net_size,net_contents,offer_1,offer_2,offer_3,choice,switch_trial,prop_filled,raw_distance,trials_invested,net_item_idx,best_alt_idx,worst_alt_idx,goal_offer,best_alt_offer,worst_alt_offer,in_scanner,decisionRT,myopic_values_1,myopic_values_2,myopic_values_3,tree_search_item1,tree_search_item2,tree_search_item3
2773,6,50,7,58,38.375786239387,-1.63584582058848,9.86374660315739,8.86033814874286,3,0,0.661651486885982,19.624213760613,5,3.0,2.0,1.0,8.86033814874286,9.86374660315739,-1.63584582058848,0.0,1.03516309899987,-1.63584582058848,9.86374660315739,47.2361243881298,-18.5302,-10.4898,-4.18865
2774,6,50,8,58,47.2361243881298,-1.45318589979949,9.17799082294214,8.63345519367418,3,0,0.814415937726376,10.7638756118702,6,3.0,2.0,1.0,8.63345519367418,9.17799082294214,-1.45318589979949,0.0,1.13932703299997,-1.45318589979949,9.17799082294214,55.869579581804,-18.5068,-10.96845,-2.5666
2775,6,50,9,58,55.869579581804,-2.13506834873527,10.0713780310662,2.37214293920812,3,0,0.963268613479379,2.130420418196,7,3.0,2.0,1.0,2.37214293920812,10.0713780310662,-2.13506834873527,0.0,1.42492213700007,-2.13506834873527,10.0713780310662,58.2417225210121,-18.67165,-10.3282,-1.0
2781,6,52,1,25,0.0,5.61535188254443,5.74571545515475,7.16003625378903,3,0,0.0,25.0,0,,,,,,,0.0,1.12203862699971,5.61535188254443,5.74571545515475,7.16003625378903,-6.9139,-6.7966,-5.86285
2782,6,52,2,25,7.16003625378903,7.24257149697512,5.92587874356182,5.87714236545814,3,0,0.286401450151561,17.839963746211,1,3.0,1.0,2.0,5.87714236545814,7.24257149697512,5.92587874356182,0.0,1.8125393170003,7.24257149697512,5.92587874356182,13.0371786192472,-5.7978,-6.64985,-4.92915
2783,6,52,3,25,13.0371786192472,7.51902542351496,5.25496335941061,6.50835692003297,3,0,0.521487144769887,11.9628213807528,2,3.0,1.0,2.0,6.50835692003297,7.51902542351496,5.25496335941061,0.0,2.05257439999968,7.51902542351496,5.25496335941061,19.5455355392801,-5.6001,-7.21195,-2.8334
2784,6,52,4,25,19.5455355392801,7.23012073620932,5.16466020418032,-1.92158709158095,1,1,0.781821421571205,5.45446446071986,3,3.0,1.0,2.0,-1.92158709158095,7.23012073620932,5.16466020418032,0.0,1.62168407700028,7.23012073620932,5.16466020418032,17.6239484476992,-5.78275,-7.28525,-10.7733
2785,6,52,5,25,7.23012073620932,7.05187106329824,4.13928892669393,-0.134623242281027,1,0,0.289204829448373,17.7698792637907,1,1.0,2.0,3.0,7.05187106329824,4.13928892669393,-0.134623242281027,0.0,0.894097280999631,14.2819917995076,4.13928892669393,-0.134623242281027,-4.2661,-8.32675,-12.4269
2786,6,52,6,25,14.2819917995076,10.4717255752412,3.55681619410633,-0.739943658718503,1,0,0.571279671980302,10.7180082004924,2,1.0,2.0,3.0,10.4717255752412,3.55681619410633,-0.739943658718503,0.0,1.14340844199978,24.7537173747488,3.55681619410633,-0.739943658718503,-2.40125,-9.0648,-12.75885
2787,6,52,7,25,24.7537173747488,8.06229595163263,3.84232035811882,13.6011497404088,1,0,0.99014869498995,0.24628262525124,3,1.0,3.0,2.0,8.06229595163263,13.6011497404088,3.84232035811882,0.0,1.3235180720003,32.8160133263814,3.84232035811882,13.6011497404088,-1.0,-8.7142,-2.9305
2788,6,53,1,48,0.0,5.34921477420366,5.5094422115833,5.59829475729338,2,0,0.0,48.0,0,,,,,,,0.0,2.52074081800038,5.34921477420366,5.5094422115833,5.59829475729338,-12.2672,-12.0927,-11.97025
2789,6,53,2,48,5.5094422115833,11.4119811432018,6.38079569406492,3.87186770496452,1,1,0.114780046074652,42.4905577884167,1,2.0,1.0,3.0,6.38079569406492,11.4119811432018,3.87186770496452,0.0,1.85931352500029,11.4119811432018,11.8902379056482,3.87186770496452,-7.84235,-10.27425,-13.5062
2790,6,53,3,48,11.4119811432018,10.3184747097991,6.64564448766208,2.67606625589218,1,0,0.237749607150038,36.5880188567982,1,1.0,2.0,3.0,10.3184747097991,6.64564448766208,2.67606625589218,0.0,1.01052686200001,21.7304558530009,6.64564448766208,2.67606625589218,-6.42645,-11.07685,-14.67345
2791,6,53,4,48,21.7304558530009,10.3290126399755,5.00915981195515,1.40200191150041,1,0,0.452717830270852,26.2695441469991,2,1.0,2.0,3.0,10.3290126399755,5.00915981195515,1.40200191150041,0.0,0.959693797999535,32.0594684929764,5.00915981195515,1.40200191150041,-4.57275,-12.3955,-15.79505
2792,6,53,5,48,32.0594684929764,10.4199925077942,2.24786479646119,1.71819314089868,1,0,0.667905593603675,15.9405315070236,3,1.0,2.0,3.0,10.4199925077942,2.24786479646119,1.71819314089868,0.0,0.89984993500002,42.4794610007706,2.24786479646119,1.71819314089868,-2.7518,-15.17825,-15.5821
2793,6,53,6,48,42.4794610007706,9.26288630515965,2.16811879804529,0.748064283751079,1,0,0.884988770849387,5.5205389992294,4,1.0,2.0,3.0,9.26288630515965,2.16811879804529,0.748064283751079,0.0,0.947343549999459,51.7423473059303,2.16811879804529,0.748064283751079,-1.0,-15.2285,-16.17335
2800,7,1,1,34,0.0,5.47028797994911,6.72468786353027,4.65822988499658,2,0,0.0,34.0,0,,,,,,,1.0,,5.47028797994911,6.72468786353027,4.65822988499658,-9.1016,-8.07965,-9.98675
2801,7,1,2,34,6.72468786353027,6.64934893042496,5.64539181294885,4.5654851930309,2,0,0.197784937162655,27.2753121364697,1,2.0,1.0,3.0,5.64539181294885,6.64934893042496,4.5654851930309,1.0,,6.64934893042496,12.3700796764791,4.5654851930309,-8.1818,-7.53545,-10.0749
2802,7,1,3,34,12.3700796764791,7.25643966269713,14.4142369513094,3.18948914505062,2,0,0.363825872837621,21.6299203235209,2,2.0,1.0,3.0,14.4142369513094,7.25643966269713,3.18948914505062,1.0,,7.25643966269713,26.7843166277885,3.18948914505062,-7.60825,-2.7911,-11.561
2803,7,1,4,34,26.7843166277885,7.61076519454314,0.315599930684824,3.28561173098749,2,0,0.787774018464368,7.21568337221148,3,2.0,1.0,3.0,0.315599930684824,7.61076519454314,3.28561173098749,1.0,,7.61076519454314,27.0999165584733,3.28561173098749,-7.38585,-8.9127,-11.41605
2804,7,1,5,34,27.0999165584733,8.48651690634844,1.01918777248114,4.06182923296194,2,0,0.797056369366863,6.90008344152666,4,2.0,1.0,3.0,1.01918777248114,8.48651690634844,4.06182923296194,1.0,,8.48651690634844,28.1191043309545,4.06182923296194,-6.82605,-7.54575,-10.6716
2805,7,1,6,34,28.1191043309545,10.3843116158169,1.51039886105638,5.27699773862049,2,0,0.827032480322191,5.88089566904552,5,2.0,1.0,3.0,1.51039886105638,10.3843116158169,5.27699773862049,1.0,,10.3843116158169,29.6295031920109,5.27699773862049,-6.07965,-5.9148,-9.4556
2806,7,1,7,34,29.6295031920109,9.21512912874795,0.0286187221251981,5.27243268908258,2,0,0.871455976235614,4.37049680798914,6,2.0,1.0,3.0,0.0286187221251981,9.21512912874795,5.27243268908258,1.0,,9.21512912874795,29.6581219141361,5.27243268908258,-6.42085,-8.38725,-9.318
2807,7,1,8,34,29.6581219141361,9.77880602320201,-0.0931150434044453,5.82894485440574,2,0,0.872297703356943,4.34187808586394,7,2.0,1.0,3.0,-0.0931150434044453,9.77880602320201,5.82894485440574,1.0,,9.77880602320201,29.5650068707316,5.82894485440574,-6.16655,-8.6976,-8.8698
2808,7,1,9,34,29.5650068707316,10.5568524086005,-0.722270591728301,6.3588104623543,2,0,0.869559025609753,4.43499312926838,8,2.0,1.0,3.0,-0.722270591728301,10.5568524086005,6.3588104623543,1.0,,10.5568524086005,28.8427362790033,6.3588104623543,-5.92545,-9.74745,-8.3555
2809,7,1,10,34,28.8427362790033,10.5396750679998,-1.07904302965001,6.89421620701449,2,0,0.848315772911862,5.15726372099668,9,2.0,1.0,3.0,-1.07904302965001,10.5396750679998,6.89421620701449,1.0,,10.5396750679998,27.7636932493533,6.89421620701449,-5.9222,-10.2098,-8.02285
2810,7,1,11,34,27.7636932493533,13.7404610525799,-2.90635188833817,5.97148831909074,1,1,0.816579213216274,6.23630675064669,10,2.0,1.0,3.0,-2.90635188833817,13.7404610525799,5.97148831909074,1.0,,13.7404610525799,24.8573413610151,5.97148831909074,-4.74855,-11.9082,-8.6442
2811,7,1,12,34,13.7404610525799,13.642648506832,-2.61037000047801,6.00556023683517,1,0,0.404131207428821,20.2595389474201,1,1.0,3.0,2.0,13.642648506832,6.00556023683517,-2.61037000047801,1.0,,27.3831095594119,-2.61037000047801,6.00556023683517,-2.7927,-14.41825,-8.65175
2812,7,1,13,34,27.3831095594119,-0.284099931948036,-3.91013834764308,7.07073462950228,1,0,0.805385575276821,6.6168904405881,2,1.0,3.0,2.0,-0.284099931948036,7.07073462950228,-3.91013834764308,1.0,,27.0990096274639,-3.91013834764308,7.07073462950228,-9.6231,-14.6746,-7.81345
2813,7,1,14,34,27.0990096274639,-0.498357351571242,-3.40112892618745,6.76404380230003,1,0,0.797029694925408,6.90099037253614,3,1.0,3.0,2.0,-0.498357351571242,6.76404380230003,-3.40112892618745,1.0,,26.6006522758926,-3.40112892618745,6.76404380230003,-9.8617,-14.5605,-7.9877
2814,7,1,15,34,26.6006522758926,-0.020509781777093,-4.33079259298831,6.63871531607973,1,0,0.782372125761548,7.39934772410738,4,1.0,3.0,2.0,-0.020509781777093,6.63871531607973,-4.33079259298831,1.0,,26.5801424941155,-4.33079259298831,6.63871531607973,-9.38295,-14.5727,-8.1032
2815,7,1,16,34,26.5801424941155,-0.678807523311503,-5.03245798850131,6.78211882160391,1,0,0.781768896885751,7.41985750588447,5,1.0,3.0,2.0,-0.678807523311503,6.78211882160391,-5.03245798850131,1.0,,25.901334970804,-5.03245798850131,6.78211882160391,-10.46115,-14.71295,-8.0288
2816,7,1,17,34,25.901334970804,-1.97205773614785,-3.49338757271885,6.9495809859028,1,0,0.76180396972953,8.09866502919597,6,1.0,3.0,2.0,-1.97205773614785,6.9495809859028,-3.49338757271885,1.0,,23.9292772346562,-3.49338757271885,6.9495809859028,-11.7004,-14.64305,-7.889
2817,7,1,18,34,23.9292772346562,-2.59558509397904,-2.57460307727472,14.8557562735216,1,0,0.703802271607535,10.0707227653438,7,1.0,3.0,2.0,-2.59558509397904,14.8557562735216,-2.57460307727472,1.0,,21.3336921406771,-2.57460307727472,14.8557562735216,-12.51555,-14.5422,-4.5307
2818,7,1,19,34,21.3336921406771,-2.20792057655675,2.81762755954949,16.1883226149686,3,1,0.627461533549328,12.6663078593229,8,1.0,3.0,2.0,-2.20792057655675,16.1883226149686,2.81762755954949,1.0,,19.1257715641204,2.81762755954949,16.1883226149686,-12.60285,-11.87615,-4.4105
2819,7,1,20,34,16.1883226149686,-2.57552936661045,3.59722637708962,16.7439257500708,3,0,0.476127135734371,17.8116773850314,1,3.0,2.0,1.0,16.7439257500708,3.59722637708962,-2.57552936661045,1.0,,-2.57552936661045,3.59722637708962,32.9322483650394,-14.49225,-11.1158,-2.4832
2820,7,1,21,34,32.9322483650394,14.1832680245269,2.66487296659549,-2.79280570583985,3,0,0.968595540148218,1.0677516349606,2,3.0,1.0,2.0,-2.79280570583985,14.1832680245269,2.66487296659549,1.0,,14.1832680245269,2.66487296659549,30.1394426591995,-4.6514,-12.0981,-10.95855
2821,7,1,22,34,30.1394426591995,2.24763268432997,0.531658875817223,-3.19324214545688,3,0,0.88645419585881,3.86055734080045,3,3.0,1.0,2.0,-3.19324214545688,2.24763268432997,0.531658875817223,1.0,,2.24763268432997,0.531658875817223,26.9462005137427,-12.55855,-13.91825,-11.80165
2822,7,1,23,34,26.9462005137427,0.906274481196689,9.26155400738267,-3.1902516726292,2,1,0.792535309227726,7.05379948625733,4,3.0,2.0,1.0,-3.1902516726292,9.26155400738267,0.906274481196689,1.0,,0.906274481196689,9.26155400738267,23.7559488411135,-13.52395,-6.4092,-12.15435
2823,7,1,24,34,9.26155400738267,-0.654849989654162,-2.05183871191284,-3.32887998287832,2,0,0.272398647275961,24.7384459926173,1,2.0,1.0,3.0,-2.05183871191284,-0.654849989654162,-3.32887998287832,1.0,,-0.654849989654162,7.20971529546983,-3.32887998287832,-14.1821,-13.9215,-14.45505
2824,7,1,25,34,7.20971529546983,-0.0227429660438406,-2.83787277452114,2.85900577351694,2,0,0.21205044986676,26.7902847045302,2,2.0,3.0,1.0,-2.83787277452114,2.85900577351694,-0.0227429660438406,1.0,,-0.0227429660438406,4.37184252094869,2.85900577351694,-14.11885,-14.2573,-11.83355
2825,7,1,26,34,4.37184252094869,0.288531405135548,12.9145950129869,2.05110490365963,2,0,0.128583603557314,29.6281574790513,3,2.0,3.0,1.0,12.9145950129869,2.05110490365963,0.288531405135548,1.0,,0.288531405135548,17.2864375339356,2.05110490365963,-14.05225,-4.51035,-12.7669
2826,7,1,27,34,17.2864375339356,1.18829559394035,12.6123823837997,1.5478240558425,2,0,0.508424633351047,16.7135624660644,4,2.0,3.0,1.0,12.6123823837997,1.5478240558425,1.18829559394035,1.0,,1.18829559394035,29.8988199177353,1.5478240558425,-13.44355,-2.6915,-13.10825
2827,7,1,28,34,29.8988199177353,2.63459670965967,13.2517818755481,-0.0031107098458673,2,0,0.879377056403979,4.10118008226471,5,2.0,1.0,3.0,13.2517818755481,2.63459670965967,-0.0031107098458673,1.0,,2.63459670965967,43.1506017932834,-0.0031107098458673,-12.15035,-1.0,-14.2764
2828,7,2,1,56,0.0,6.24010066659469,5.78280839559858,5.42017117523763,1,0,0.0,56.0,0,,,,,,,1.0,,6.24010066659469,5.78280839559858,5.42017117523763,-12.8606,-13.2983,-13.8429
2829,7,2,2,56,6.24010066659469,4.90853750613907,6.54106644403873,5.48073373700927,1,0,0.111430369046334,49.7598993334053,1,1.0,2.0,3.0,4.90853750613907,6.54106644403873,5.48073373700927,1.0,,11.1486381727338,6.54106644403873,5.48073373700927,-13.17005,-12.7272,-13.64705
2830,7,2,3,56,11.1486381727338,5.38605524553975,6.68265429229836,6.10383468878619,2,1,0.199082824513103,44.8513618272662,2,1.0,2.0,3.0,5.38605524553975,6.68265429229836,6.10383468878619,1.0,,16.5346934182735,6.68265429229836,6.10383468878619,-11.76395,-12.69675,-13.04735
2831,7,2,4,56,6.68265429229836,4.41966265227343,7.06674525674387,5.76233257986248,2,0,0.119333112362471,49.3173457077016,1,2.0,3.0,1.0,7.06674525674387,5.76233257986248,4.41966265227343,1.0,,4.41966265227343,13.7493995490422,5.76233257986248,-14.77755,-11.02245,-13.44835
2832,7,2,5,56,13.7493995490422,5.09973351983579,-2.9113286617156,5.80340044498828,2,0,0.245524991947183,42.2506004509578,2,2.0,3.0,1.0,-2.9113286617156,5.80340044498828,5.09973351983579,1.0,,5.09973351983579,10.8380708873266,5.80340044498828,-13.9178,-17.70695,-13.4704
2833,7,2,6,56,10.8380708873266,5.07296682818078,-1.80120666577178,5.84053280840835,2,0,0.193536980130833,45.1619291126734,3,2.0,3.0,1.0,-1.80120666577178,5.84053280840835,5.07296682818078,1.0,,5.07296682818078,9.03686422155485,5.84053280840835,-13.9907,-17.4825,-13.2276
2834,7,2,7,56,9.03686422155485,4.87673134244742,-1.07084505913415,7.64657875256634,2,0,0.161372575384908,46.9631357784451,4,2.0,3.0,1.0,-1.07084505913415,7.64657875256634,4.87673134244742,1.0,,4.87673134244742,7.9660191624207,7.64657875256634,-14.2818,-17.3589,-11.7219
2835,7,2,8,56,7.9660191624207,5.35907732723577,14.0812047507548,7.42211041398117,2,0,0.142250342186084,48.0339808375793,5,2.0,3.0,1.0,14.0812047507548,7.42211041398117,5.35907732723577,1.0,,5.35907732723577,22.0472239131755,7.42211041398117,-13.7565,-6.7046,-11.90065
2836,7,2,9,56,22.0472239131755,14.4472099568877,12.162160222211,7.51729890263629,2,0,0.393700427020991,33.9527760868245,6,2.0,1.0,3.0,12.162160222211,14.4472099568877,7.51729890263629,1.0,,14.4472099568877,34.2093841353865,7.51729890263629,-7.67455,-4.9835,-11.816
2837,7,2,10,56,34.2093841353865,14.1505733762891,12.9644926836773,7.47985258606881,2,0,0.610881859560473,21.7906158646135,7,2.0,1.0,3.0,12.9644926836773,14.1505733762891,7.47985258606881,1.0,,14.1505733762891,47.1738768190638,7.47985258606881,-7.8494,-2.8743,-11.92945
2838,7,2,11,56,47.1738768190638,0.427028706741694,11.9987782661949,7.49533375172414,2,0,0.842390657483282,8.8261231809362,8,2.0,3.0,1.0,11.9987782661949,7.49533375172414,0.427028706741694,1.0,,0.427028706741694,59.1726550852587,7.49533375172414,-17.67255,-1.0,-12.039
2859,7,4,1,32,0.0,7.31402989498795,3.95046851140386,6.10759871532632,1,0,0.0,32.0,0,,,,,,,1.0,,7.31402989498795,3.95046851140386,6.10759871532632,-7.24265,-10.2792,-8.1194
2860,7,4,2,32,7.31402989498795,7.16076685556736,4.16471229966956,6.00151480405128,1,0,0.228563434218373,24.685970105012,1,1.0,3.0,2.0,7.16076685556736,6.00151480405128,4.16471229966956,1.0,,14.4747967505553,4.16471229966956,6.00151480405128,-5.72325,-10.0076,-8.19955
2861,7,4,3,32,14.4747967505553,8.13823713367127,4.8844379662033,6.31113880362237,1,0,0.452337398454853,17.5252032494447,2,1.0,3.0,2.0,8.13823713367127,6.31113880362237,4.8844379662033,1.0,,22.6130338842266,4.8844379662033,6.31113880362237,-3.96365,-9.2775,-8.0191
2862,7,4,4,32,22.6130338842266,8.23363603700127,5.57178715152784,5.72721283702054,1,0,0.706657308882081,9.38696611577342,3,1.0,3.0,2.0,8.23363603700127,5.72721283702054,5.57178715152784,1.0,,30.8466699212278,5.57178715152784,5.72721283702054,-2.4906,-8.5672,-8.48035
2863,7,4,5,32,30.8466699212278,7.26480724809214,5.84787419171341,4.62289734833714,1,0,0.96395843503837,1.15333007877215,4,1.0,2.0,3.0,7.26480724809214,5.84787419171341,4.62289734833714,1.0,,38.11147716932,5.84787419171341,4.62289734833714,-1.0,-8.3465,-9.6384
2864,7,5,1,36,0.0,5.34153870690337,5.55171692634598,6.02321987224761,3,0,0.0,36.0,0,,,,,,,1.0,,5.34153870690337,5.55171692634598,6.02321987224761,-9.7259,-9.59825,-9.137
2865,7,5,2,36,6.02321987224761,1.33641071780184,4.43516009075872,5.70311227537531,3,0,0.167311663117989,29.9767801277524,1,3.0,2.0,1.0,5.70311227537531,4.43516009075872,1.33641071780184,1.0,,1.33641071780184,4.43516009075872,11.7263321476229,-13.80575,-10.6804,-8.04225
2866,7,5,3,36,11.7263321476229,2.15156356773417,5.58709075240719,-1.03989962003149,3,0,0.325731448545081,24.2736678523771,2,3.0,2.0,1.0,-1.03989962003149,5.58709075240719,2.15156356773417,1.0,,2.15156356773417,5.58709075240719,10.6864325275914,-12.9002,-9.57285,-13.7297
2867,7,5,4,36,10.6864325275914,3.04262264316721,5.29911555543371,-1.32192809667475,2,1,0.296845347988651,25.3135674724086,3,3.0,2.0,1.0,-1.32192809667475,5.29911555543371,3.04262264316721,1.0,,3.04262264316721,5.29911555543371,9.36450443091668,-12.07145,-9.7806,-13.9666
2868,7,5,5,36,5.29911555543371,2.80534670459749,5.76623074291633,-0.0389887471527284,2,0,0.147197654317603,30.7008844445663,1,2.0,1.0,3.0,5.76623074291633,2.80534670459749,-0.0389887471527284,1.0,,2.80534670459749,11.06534629835,-0.0389887471527284,-12.359,-8.2182,-14.58045
2869,7,5,6,36,11.06534629835,2.97756606421587,6.02866219061349,-0.0040753118138994,2,0,0.307370730509723,24.93465370165,2,2.0,1.0,3.0,6.02866219061349,2.97756606421587,-0.0040753118138994,1.0,,2.97756606421587,17.0940084889635,-0.0040753118138994,-12.2938,-6.61765,-14.39545
2870,7,5,7,36,17.0940084889635,1.22379655883316,5.69805506177415,-1.17302715064793,2,0,0.474833569137876,18.9059915110365,3,2.0,1.0,3.0,5.69805506177415,1.22379655883316,-1.17302715064793,1.0,,1.22379655883316,22.7920635507377,-1.17302715064793,-13.7406,-5.43735,-14.79355
2871,7,5,8,36,22.7920635507377,1.77199043366856,5.31615714932671,-1.06631140091785,2,0,0.63311287640938,13.2079364492623,4,2.0,1.0,3.0,5.31615714932671,1.77199043366856,-1.06631140091785,1.0,,1.77199043366856,28.1082207000644,-1.06631140091785,-13.43155,-4.1716,-14.73855
2872,7,5,9,36,28.1082207000644,1.71911362428698,14.4420626544396,-0.57045254774435,2,0,0.780783908335122,7.89177929993561,5,2.0,1.0,3.0,14.4420626544396,1.71911362428698,-0.57045254774435,1.0,,1.71911362428698,42.550283354504,-0.57045254774435,-13.4418,-1.0,-14.5851
2880,7,7,1,44,0.0,6.62645458849874,5.40811119755403,6.33533840332196,1,0,0.0,44.0,0,,,,,,,1.0,,6.62645458849874,5.40811119755403,6.33533840332196,-10.37235,-11.4675,-10.49685
2881,7,7,2,44,6.62645458849874,5.97485961405357,-0.321370278338269,8.69342472814122,1,0,0.150601240647699,37.3735454115013,1,1.0,3.0,2.0,5.97485961405357,8.69342472814122,-0.321370278338269,1.0,,12.6013142025523,-0.321370278338269,8.69342472814122,-9.5282,-16.01935,-8.6871
2882,7,7,3,44,12.6013142025523,5.83696742294713,-1.05214493914262,7.88286439142349,1,0,0.286393504603462,31.3986857974477,2,1.0,3.0,2.0,5.83696742294713,7.88286439142349,-1.05214493914262,1.0,,18.4382816254994,-1.05214493914262,7.88286439142349,-8.41295,-16.11505,-9.16345
2883,7,7,4,44,18.4382816254994,6.19032655713649,-0.823181593181324,5.55308487464629,1,0,0.419051855124987,25.5617183745006,3,1.0,3.0,2.0,6.19032655713649,5.55308487464629,-0.823181593181324,1.0,,24.6286081826359,-0.823181593181324,5.55308487464629,-6.704,-16.0688,-11.24415
2884,7,7,5,44,24.6286081826359,6.25748095941801,-0.700303485927902,4.15846832970852,3,1,0.559741095059907,19.3713918173641,4,1.0,3.0,2.0,6.25748095941801,4.15846832970852,-0.700303485927902,1.0,,30.8860891420539,-0.700303485927902,4.15846832970852,-5.10875,-16.08535,-12.5874
2885,7,7,6,44,4.15846832970852,4.35162866001434,0.360209005976541,14.0541484298905,3,0,0.0945106438570118,39.8415316702915,1,3.0,1.0,2.0,14.0541484298905,4.35162866001434,0.360209005976541,1.0,,4.35162866001434,0.360209005976541,18.212616759599,-12.467,-15.74365,-5.27105
2886,7,7,7,44,18.212616759599,3.8204338507526,0.148841865228452,12.9613082807562,3,0,0.413923108172705,25.787383240401,2,3.0,1.0,2.0,12.9613082807562,3.8204338507526,0.148841865228452,1.0,,3.8204338507526,0.148841865228452,31.1739250403552,-12.8773,-15.78735,-3.56045
2887,7,7,8,44,31.1739250403552,4.47641654950377,-0.0597314433656951,9.7478305854752,3,0,0.708498296371709,12.8260749596448,3,3.0,1.0,2.0,9.7478305854752,4.47641654950377,-0.0597314433656951,1.0,,4.47641654950377,-0.0597314433656951,40.9217556258304,-12.30025,-15.8722,-2.6129
2888,7,7,9,44,40.9217556258304,3.87099816794555,-1.24162764140168,9.64531281380676,3,0,0.930039900587055,3.07824437416959,4,3.0,1.0,2.0,9.64531281380676,3.87099816794555,-1.24162764140168,1.0,,3.87099816794555,-1.24162764140168,50.5670684396372,-12.71955,-16.15045,-1.0
2889,7,8,1,22,0.0,6.34539860862962,5.50186693070255,5.48012591546746,2,0,0.0,22.0,0,,,,,,,1.0,,6.34539860862962,5.50186693070255,5.48012591546746,-5.6548,-6.2606,-6.24245
2890,7,8,2,22,5.50186693070255,6.60910719190187,5.2829742210452,4.77726626828993,2,0,0.25008486048648,16.4981330692975,1,2.0,1.0,3.0,5.2829742210452,6.60910719190187,4.77726626828993,1.0,,6.60910719190187,10.7848411517477,4.77726626828993,-5.54555,-4.979,-6.9405
2891,7,8,3,22,10.7848411517477,7.89210260728716,6.22444933508359,-0.548710397449024,2,0,0.49022005235217,11.2151588482523,2,2.0,1.0,3.0,6.22444933508359,7.89210260728716,-0.548710397449024,1.0,,7.89210260728716,17.0092904868313,-0.548710397449024,-4.6188,-2.75735,-11.9577
2892,7,8,4,22,17.0092904868313,-0.492428137129258,6.46396870758173,-2.02667714661879,2,0,0.773149567583243,4.99070951316866,3,2.0,1.0,3.0,6.46396870758173,-0.492428137129258,-2.02667714661879,1.0,,-0.492428137129258,23.4732591944131,-2.02667714661879,-12.1342,-1.0,-12.253
2900,7,10,1,26,0.0,5.03341361471336,5.19349858770424,4.76018574839994,3,0,0.0,26.0,0,,,,,,,1.0,,5.03341361471336,5.19349858770424,4.76018574839994,-7.7101,-7.54165,-7.98105
2901,7,10,2,26,4.76018574839994,-0.0180217264763214,5.55948374322848,5.09909174533249,3,0,0.183084067246152,21.2398142516001,1,3.0,2.0,1.0,5.09909174533249,5.55948374322848,-0.0180217264763214,1.0,,-0.0180217264763214,5.55948374322848,9.85927749373243,-12.6083,-7.2335,-6.42265
2902,7,10,3,26,9.85927749373243,14.9783483624881,4.98202768521118,4.24764668381513,1,1,0.37920298052817,16.1407225062676,2,3.0,1.0,2.0,4.24764668381513,14.9783483624881,4.98202768521118,1.0,,14.9783483624881,4.98202768521118,14.1069241775476,-2.8908,-7.67755,-5.8431
2903,7,10,4,26,14.9783483624881,14.870538425925,4.92847986471609,3.96569733907699,1,0,0.576090321634158,11.0216516375119,1,1.0,2.0,3.0,14.870538425925,4.92847986471609,3.96569733907699,1.0,,29.8488867884131,4.92847986471609,3.96569733907699,-1.0,-7.8297,-8.8336
2904,7,11,1,12,0.0,5.68802671766901,6.82535198070141,5.05318960470728,2,0,0.0,12.0,0,,,,,,,1.0,,5.68802671766901,6.82535198070141,5.05318960470728,-3.58205,-2.6793,-3.9577
2905,7,11,2,12,6.82535198070141,4.64872375589598,-1.61282921650499,6.05256239564902,3,1,0.568779331725117,5.17464801929859,1,2.0,3.0,1.0,-1.61282921650499,6.05256239564902,4.64872375589598,1.0,,4.64872375589598,5.21252276419642,6.05256239564902,-4.09215,-9.79785,-3.16535
2906,7,11,3,12,6.05256239564902,4.59275631923977,-1.410274640884,5.97462851236603,3,0,0.504380199637418,5.94743760435098,1,3.0,1.0,2.0,5.97462851236603,4.59275631923977,-1.410274640884,1.0,,4.59275631923977,-1.410274640884,12.0271909080151,-4.15735,-10.29545,-1.0
2917,7,13,1,72,0.0,5.78711059830718,5.80992830600933,4.7736817292499,1,0,0.0,72.0,0,,,,,,,1.0,,5.78711059830718,5.80992830600933,4.7736817292499,-16.3502,-16.1379,-17.22095
2918,7,13,2,72,5.78711059830718,5.58184945977912,5.46231217941716,5.15672906548665,1,0,0.0803765360875997,66.2128894016928,1,1.0,2.0,3.0,5.58184945977912,5.46231217941716,5.15672906548665,1.0,,11.3689600580863,5.46231217941716,5.15672906548665,-15.4732,-16.61705,-16.806
2919,7,13,3,72,11.3689600580863,5.0966314442481,14.1466931420063,5.8913034310514,2,1,0.157902223028976,60.6310399419137,2,1.0,2.0,3.0,5.0966314442481,14.1466931420063,5.8913034310514,1.0,,16.4655915023344,14.1466931420063,5.8913034310514,-15.1497,-10.294,-16.21455
2920,7,13,4,72,14.1466931420063,6.87957562130746,14.4775840469959,5.91786583855793,2,0,0.196481849194532,57.8533068579937,1,2.0,1.0,3.0,14.4775840469959,6.87957562130746,5.91786583855793,1.0,,6.87957562130746,28.6242771890022,5.91786583855793,-15.4116,-8.01145,-16.14535
2921,7,13,5,72,28.6242771890022,-1.08863363312024,14.3017283605432,5.62216107849903,2,0,0.397559405402808,43.3757228109978,2,2.0,3.0,1.0,14.3017283605432,5.62216107849903,-1.08863363312024,1.0,,-1.08863363312024,42.9260055495454,5.62216107849903,-20.96815,-6.0977,-16.5844
